True,Noisy,Standard,Adaptive
0,0.10925185313419646,0.10925185313419646,0.10817025870657347
0.02508098173996896,0.010748188358463126,0.022056023442729375,0.05945678834362684
0.050146183664805395,0.11917554412828851,0.0826746243040441,0.07962735391159242
0.07517983588732012,-0.04364160893483238,-0.001765414442804314,0.03942599375891385
0.10016618836996442,0.03260194687296776,0.004422330341924019,0.03740563034987349
0.12508952083403868,0.2051477845174952,0.09762794633613453,0.08279510113405805
0.14993415265017812,0.033496899993736895,0.07356938375975497,0.0692442744956347
0.1746844527038929,0.19326999847362655,0.12438747067847522,0.09948814818244721
0.19932484922995589,0.16029102483784904,0.14537015132336928,0.11448922448916808
0.22383983960945028,0.1603326897377565,0.1594083633322262,0.12502433645995029
0.24821400012331374,0.19363308728216394,0.1797210712867651,0.13952246162889398
0.2724319956562423,0.21981838168052073,0.2021250103933559,0.15586767614270927
0.29647858934484883,0.045625993664933195,0.16818976772147912,0.13357621897634417
0.3203386521640054,0.3195475856666043,0.21631478932098347,0.16943891138473835
0.3439971724453396,0.31517344995488444,0.2528466879253302,0.2035720665199245
0.3674392653218946,0.5535417159483738,0.3424011739147551,0.29511033448152907
0.3906501820930114,0.30607417558777733,0.3531052328678932,0.2996687493633936
0.41361531950354236,0.3390917025909033,0.36808891908644503,0.31231111367048453
0.4363202289315561,0.7250391052832883,0.4711089035693357,0.41518654856439385
0.45875062547875417,0.15736924723830492,0.4223251431408407,0.30313928309661187
0.4808923969578814,0.4150386399618317,0.4381395229960004,0.35283258109623333
0.5027316127714726,0.587893805539738,0.4898166544450246,0.4367212449404295
0.5242545326763528,0.3015696328765531,0.4660507105952421,0.38441635061478996
0.5454476154283739,0.6432299839814163,0.5218859603602882,0.4636523125461345
0.5662975273019514,0.4167047353733591,0.5162168661489706,0.4481830704602395
0.5867911504790385,0.6844498546028558,0.570522921372659,0.5066217240665819
0.6069155913022625,0.5513616118314312,0.5850907869233646,0.5179711344613122
0.6266581883870281,0.5392300559171748,0.5925427789582873,0.5223310172370619
0.6460065205874861,0.48869949894447506,0.585121369581108,0.5162021198716591
0.6649484148113546,0.835111568012776,0.6561231727881001,0.5647791956059813
0.6834719536786753,0.6304540412590934,0.6690724600860242,0.5760179223614269
0.7015654830196892,0.6621404042477217,0.6851926726128283,0.5903903663663049
0.7192176192071102,0.5408730624645591,0.6690917334656803,0.582961977790228
0.736417256318187,0.741383389077371,0.6989710593199284,0.6032286011608116
0.7531535731220454,0.9856371252478233,0.7793112813630776,0.6622195670849663
0.7694160398879156,0.8665422694012568,0.819903682357132,0.713095605413041
0.7851944250099608,0.8120145358537825,0.8400243516245035,0.7394231145754906
0.800478801444539,0.896510024511287,0.874102944177314,0.7769229743216168
0.8152595529558483,0.6932459944106055,0.85435765871499,0.7539008355101292
0.829527380166026,1.3238856832679697,0.9791799837569669,0.8812629693183867
0.843273306405895,0.8189815446084905,0.9695536691816578,0.8559121698344161
0.8564886833626763,0.715400672976298,0.9339595271601472,0.8150537719921597
0.8691651965211148,0.8286146894977513,0.9261231888839976,0.8182157274205675
0.8812948703945955,0.8452068655157661,0.9210404989952728,0.8233199652334082
0.8928700735429567,0.9710976265101082,0.9437962903390699,0.8474315206550825
0.9038835233738464,0.7962155687046399,0.9219956475418786,0.8390609736094673
0.9143282907245984,0.9793787591102058,0.9435509632853613,0.8583152890100365
0.924197804221747,0.9017724576861371,0.9433986658547372,0.8639072794940584
0.9334858544154373,0.7895054704488741,0.9163001919701417,0.8550520215870727
0.9421865976861281,0.8104533863699572,0.8965175666131602,0.8504431289921365
0.9502945599211337,0.7914250682479578,0.8743898622165879,0.844001893457509
0.9578046399586849,1.1145083680736882,0.9290538199799436,0.8715747335356159
0.9647121127973507,0.9734247568300143,0.9442238957672618,0.8821855586138301
0.9710126325687931,0.9444675233701775,0.9501220325542897,0.8883553239313238
0.9767022352719907,0.9662329235343162,0.9594959441126072,0.8957524556468821
0.9817773412672085,0.9952509914343404,0.9735749256004138,0.9158022554568755
0.986234757528144,1.2233691138570546,1.0374059133871432,0.9779655879510054
0.9900716796508353,0.816828218490902,0.9987370655637157,0.9249001649579547
0.9932856936180638,1.196461431534497,1.0507376808390618,1.0087142024339961
0.9958747773181452,0.9942499888855154,1.0486654888952747,1.0030150315926059
0.9978373018171495,1.4107888412414982,1.141064077917536,1.1196731615660422
0.9991720323837527,1.0281070570812054,1.1323331975799513,1.0797453292173835
0.9998781292660741,1.1628382148848861,1.1534743836623575,1.1064043952377138
0.9999551482200092,0.9024454155028254,1.1102830842190181,1.0535508175503212
0.9994030407887287,1.3250969005584123,1.1679121836705846,1.1193747931806173
0.9982221543331647,1.0424271646767456,1.1520486427411962,1.0985206580572815
0.9964132318134675,0.7785416414394414,1.076061489437852,1.0277687822247443
0.9939774113215685,0.6057975203164176,0.9691651811378086,0.9293563294206426
0.9909162253651445,1.0914606932436817,0.9876174411015097,0.971850836850539
0.9872315999034333,0.7032737697503615,0.9157925272044107,0.9112311882119691
0.9829258531355082,1.1769907453138442,0.9629403736227882,0.9674506839985714
0.9780016940417712,0.9451320831143109,0.9523248406842797,0.963002429860512
0.9724622206795867,0.9529559407209665,0.9457303224856339,0.9611802503268325
0.9663109182341237,1.2115430699746141,1.0002011326449718,1.0006619750993275
0.959551656825636,0.6081275133552695,0.9098839330827858,0.9385532169305288
0.952188689074558,0.9070512216495947,0.9000604533507467,0.933424017489383
0.9442266474259484,0.8314775895964962,0.8753531709477792,0.9160196648762196
0.9356705412349673,0.8890900252945696,0.8682528360701407,0.9119645927909954
0.9265257536152163,0.8064262329223235,0.8444218832625181,0.8978169233385291
0.9167980380519282,0.4079710243871364,0.7335103793993767,0.8370477429127454
0.9064935147821354,1.2787298303930472,0.8383474642390746,0.906980826029321
0.8956186669440942,1.211260986701856,0.916529249186467,0.9547758728621377
0.8841803364983886,0.9310149831391654,0.92108277154583,0.9511402109086914
0.8721857199232801,1.0751854544571249,0.9579662178830439,0.9700589640637244
0.859642363687009,1.2985354372986455,1.0410698277384411,1.0155002334207246
0.8465581594998997,0.9005586132529313,1.0213084372684045,0.9989758993156201
0.8329413393492555,0.5128394652615444,0.9135749576046021,0.9336550464209818
0.8188004703201648,0.6809509111343186,0.857416973895598,0.8981756538966483
0.8041444492054808,0.4946838373657151,0.766238190940688,0.845277363652105
