True,Noisy,Standard,Adaptive
0.7889824969083624,0.6697570381592169,0.72821332319628,0.8206492847880882
0.7733241526409025,0.6112843996360154,0.683785682644871,0.7917404413688139
0.7571792679224864,0.9963399703465994,0.7357945178801187,0.8180155190815163
0.7405580003816641,0.7445241689787225,0.7257051444597732,0.8096009272147041
0.7234708073654325,0.6881806009862969,0.7055519943929085,0.7970301721811758
0.7059284393599455,0.6412262781058741,0.6787402260989032,0.78218147108533
0.6879419332267975,0.6102295454898422,0.6498704429110932,0.7644532265433606
0.6695226052591302,0.27226474753403607,0.5489096253238499,0.7038551956658098
0.6506820440619362,0.3990753620133876,0.4921232550066666,0.653343416443359
0.6314321032610328,0.21315914947606135,0.4029815985084775,0.5758856176888019
0.6117848940452999,0.3231042278471212,0.3539722253680269,0.5179342348282262
0.5917527775468702,0.5383912857997046,0.3647104307031477,0.5245260784313308
0.5713483570640647,0.2011770867973693,0.30068234653978176,0.4500354849513866
0.5505844701319705,0.7661352291527239,0.3780825780866772,0.5466831309309061
0.5294741804456458,0.5693624497903966,0.40391988802473733,0.5531175725350959
0.5080307696410375,0.306858517846625,0.36842943288416186,0.49658839799762367
0.48626772893877684,0.6085274469398052,0.4085087933543133,0.522096542197696
0.4641987506561164,0.8347887705312256,0.4971657039779591,0.5794793677921313
0.4418377195923473,0.2447729000903982,0.4399594925107545,0.5181953928032288
0.4191987042931114,0.35309592461152034,0.4150278330553341,0.48630064206380363
0.39629594819911196,0.03599205209123907,0.32123635573126075,0.4077006117743173
0.3731438606847888,0.38059802373104235,0.31970218566993497,0.40221486664569844
0.34975700799259146,0.45637789098709014,0.33769184503898064,0.411282998247333
0.32615010406856243,0.09682692667534842,0.27251617308868087,0.36185427630015365
0.30233800130498945,0.10797994854904733,0.21971579236156621,0.3199666145155722
0.278335681195956,0.32612335095483025,0.2258222517158674,0.32106203137169126
0.254158244911663,0.17539003729744573,0.19887189155691734,0.2985798817509981
0.2298209037974593,-0.0716099111233526,0.12073745902818941,0.24590716929464107
0.2053389698035549,0.09927171949201553,0.09411921797614566,0.22250310571028728
0.1807278458514345,0.4089844223350783,0.14483299276113987,0.2562731232843066
0.1560030161430402,-0.24807889137793634,0.04085502433598538,0.17668094716884708
0.13118003641881376,0.5810870089114155,0.14256085842109206,0.257230037127422
0.1062745241707325,0.01731022374450758,0.10438284938737853,0.20917973333413434
0.08130214881648987,-0.04174460946894738,0.058866301233097926,0.1534972642179678
0.05627862184101034,0.32783123432562933,0.10566134153907933,0.19221001257930584
0.031219686911497742,0.26347381214378734,0.13344974139560697,0.20527514001622324
0.006141109972231842,0.041986575877921956,0.10783881850393712,0.17751447616953936
-0.018941330674646262,0.2877477501765598,0.1425755681488065,0.1946455120617352
-0.044011854296126494,-0.2830357093627267,0.04260518876380258,0.12977715721855548
-0.06905468765684883,-0.06944139734443185,0.0050634898996676225,0.0983065757633016
-0.09405407494290964,-0.4567011059559113,-0.11491152364523605,0.01495387208746543
-0.11899428767470317,-0.12088908602236748,-0.14029316750022577,-0.009556843974464116
-0.14385963460256557,0.03434055145242387,-0.12366035979717661,-0.00255684720758452
-0.1686344715789996,0.11463713952870705,-0.08779491423683267,0.01402347237710045
-0.19330321140126017,-0.24137028232852695,-0.13593337693197116,-0.017221412366483804
-0.2178503336181156,-0.22463552644253834,-0.1722697856285831,-0.043227942825385716
-0.24226039429460935,0.11558204630414318,-0.1237267619064369,-0.021800472158016032
-0.2665180357286853,0.7074768233971749,0.056506787470113035,0.08965560247670724
-0.29060799611355537,-0.06996551837854376,0.03602001165097441,0.061204691045751144
-0.31451511913973434,-0.36264964957631524,-0.05003174807222653,-0.00701377857443361
-0.33822436353070423,-0.2720266371894361,-0.10468728844027247,-0.0516603156365479
-0.36172081250620103,-0.5550519333226952,-0.21664544893105198,-0.13222609765780785
-0.3849896831671764,-0.4003205827893577,-0.27730536738236466,-0.17836111505474725
-0.40801633579652524,-0.5068761142369499,-0.3520968101895272,-0.23308469699410717
-0.43078628306973327,-0.06996954643586334,-0.3139925524694811,-0.20514501704416666
-0.453285199169643,-0.5810348511017094,-0.3947717214975564,-0.2597536324026901
-0.47549892879960615,-0.5457863997642576,-0.4543748753366532,-0.3053641058934489
-0.4974134960893562,0.004113917488770269,-0.3767837972049011,-0.258374998578426
-0.5190151133879899,-0.8140331436320682,-0.4936018132779726,-0.334275083921328
-0.5402901899385322,-1.0574110269937085,-0.6488385410151376,-0.4432231632689179
-0.5612253404286216,-0.4209259802997406,-0.6343456162087603,-0.43924829122266734
-0.581807393411944,-0.7393600396149262,-0.6900081991620619,-0.4842366074457062
-0.6020233995951072,-0.342679858223082,-0.6433111470733589,-0.4633415451890792
-0.6218606399847475,-0.7774207368413322,-0.6982981164142298,-0.5258944432117635
-0.6413066338897451,-0.9672646535769687,-0.7865471784837362,-0.6147379700106763
-0.660349146773507,-0.4638773508196272,-0.7443152239102906,-0.5798077706040079
-0.6789761979513818,-1.1722457055319784,-0.8661255517213778,-0.6871969962947633
-0.6971760681283636,-1.062141235777474,-0.9436730517220658,-0.7732696147113892
-0.7149373067723399,-1.1253197331701548,-1.0213895017105945,-0.8560293684296363
-0.7322487393182469,-1.1633815642028145,-1.093046979275195,-0.9284505379899449
-0.7490994741985972,-0.8538907774989278,-1.0792964919576107,-0.9098679694451322
-0.7654789096959617,-0.7200059002147319,-1.0313822382772238,-0.8733685012873303
-0.7813767406130877,-0.45734820614532945,-0.9250778455890702,-0.8086005594279841
-0.7967829647564613,-0.9863137901056938,-0.9508696091910432,-0.8360649162799012
-0.8116878892292342,-0.9311937547482073,-0.9591308140068163,-0.8503661192547991
-0.8260821365295523,-1.7632422531788898,-1.1556173687065876,-0.9994832117939549
-0.8399566504504571,-1.1224234626553629,-1.177737973301156,-1.0285891911649045
-0.8533027017776381,-1.0784282048541434,-1.1830678149120528,-1.0384915862595796
-0.8661118937814587,-0.8147501663186073,-1.1236039749667144,-0.9995189707065658
-0.8783761674997973,-0.02669237370526034,-0.8879053433619163,-0.8557667913618615
-0.8900878068083801,-1.3325306589828991,-0.9807598604167855,-0.9359156803236981
-0.9012394432754172,-1.2028782951012367,-1.0328462058649373,-0.9797158767301946
-0.9118240607974831,-1.3242793963558914,-1.1058140048296985,-1.0343573533848855
-0.9218350000137339,-1.455160344589882,-1.1984639621647792,-1.0975452223138928
-0.9312659624956716,-1.2324186316034325,-1.2262486840895068,-1.1171565947283784
-0.9401110147098317,-1.008077440944608,-1.1963560603282448,-1.1028807860218384
-0.9483645917508917,-0.5030473602483927,-1.0519198645216483,-1.0331452096382265
-0.9560215008428572,-0.8246598689929545,-0.9983726921332489,-1.0098249719148982
-0.9630769246061217,-0.6568816972262824,-0.9135289852895008,-0.9718276680486996
-0.9695264240883412,-1.367779003530818,-1.0037825602437924,-1.0110912088162871
-0.9753659415572239,-0.889914634565367,-0.9743148254938213,-0.9998245643650115
-0.9805918030534695,-1.1183143005080558,-1.001552995913264,-1.012983419162186
-0.9852007207022583,-0.8253394236928707,-0.9587250548936825,-0.9939363361576723
-0.9891897947818323,-1.0309267377497222,-0.9690006378697298,-0.9973935941564781
-0.9925565155478692,-0.46705378390997154,-0.8493325060518215,-0.9514571832375844
-0.9952987648124988,-1.5050566548727964,-0.9841414373101387,-1.0188809280373448
-0.997414817276971,-0.6173194829368307,-0.8995382492864625,-0.9646079096270377
-0.9989033416171359,-0.8370770279287004,-0.8765221375110389,-0.9475601275432076
-0.9997634013210518,-1.2849501013537319,-0.9604115635977819,-0.991165073011128
-0.9999944552781962,-0.9619237270199192,-0.9604178335728946,-0.9872819846331032
-0.9995963581199083,-0.7219042502538731,-0.9053870359182662,-0.9553047041310408
-0.9985693603108481,-0.6456167232473324,-0.8401095808549598,-0.9202169706352211
-0.9969141079914151,-1.3374463899188753,-0.9428823221307178,-0.9728594895010022
-0.9946316425712272,-1.0154486957617306,-0.9597235538836417,-0.978005731024753
-0.9917234000739114,-0.39532965922005936,-0.8320255906094779,-0.9108563921356541
-0.9881912102336243,-1.4755379827010087,-0.9687404536600659,-0.9845734544407424
-0.984037295343866,-1.255917102951928,-1.0385121300628164,-1.019591051051935
-0.9792642688593135,-0.9731272388123923,-1.0337391689345097,-1.0140895372297845
-0.9738751337515542,-1.0055989211976823,-1.0357396217147123,-1.013176115199854
-0.9678732806197522,-0.4652800277214224,-0.9124066732013592,-0.9598933294701009
-0.9612624855574378,-1.1400104480272477,-0.9591305616328154,-0.9788313119500167
-0.9540469077767596,-1.481438569114375,-1.078775704649047,-1.0352352364162947
-0.9462310869916986,-1.0998379429468543,-1.0951767405567203,-1.0428125688517837
-0.9378199405618848,-0.9129687619186312,-1.065067694647328,-1.0289210361344614
-0.928818760398819,-1.34561444546386,-1.1367012677613755,-1.0611693804965416
-0.9192332096364415,-1.1159958455041599,-1.1453162137102597,-1.0664129871473182
-0.909069319068145,-0.3896991736590134,-0.9844256694922254,-1.004198725524111
-0.8983334833524752,-0.8813140565155537,-0.95587057741774,-0.9927717186360179
-0.8870324569898991,-0.8950819909528728,-0.9348462717305998,-0.9837913100913022
-0.8751733500731816,-0.6773741961628987,-0.8675235283832311,-0.9578449185454008
-0.8627636238140379,-0.5182125775814655,-0.7735618689991212,-0.9169950732463438
-0.8498110858488774,-0.28148385854963875,-0.6393665544903085,-0.8482160691043465
-0.8363238853265931,-1.2511314253949046,-0.7480096427048903,-0.8980090674945946
-0.8223105077814872,-0.5872192353870868,-0.6940878968417388,-0.8630542231343885
-0.8077797697945596,-0.7243286417268836,-0.6808770459702878,-0.8481913326247419
-0.7927408134465127,-0.8761396276804048,-0.7068068039104902,-0.8512081991549707
-0.777203100565971,-1.0664544325518759,-0.7754142938912181,-0.872905930930747
-0.7611764067765276,-1.4954090239798647,-0.9352300317623077,-0.9418264718784567
-0.7446708153463659,-0.7515529696370521,-0.9040617862119558,-0.9214996833380311
-0.7276967108443239,-1.205899932513392,-0.9798472433224179,-0.9496111350748999
-0.7102647726063975,-0.6636035313821878,-0.9204094668454765,-0.9221247788925849
-0.6923859680167841,-1.310697836562646,-1.0155926566526916,-0.9579366301673902
-0.6740715456077035,-1.409208195823191,-1.1201740707234937,-1.0028784347232296
-0.6553330279823327,-0.8224243309236361,-1.074557986656582,-0.9857987586975592
-0.6361822045653063,-1.6258672188102228,-1.216406662088691,-1.041791927446819
-0.6166311241853459,0.07175848509507965,-0.9481133087818714,-0.9426221217243427
-0.5966920874946835,-1.2281931480020798,-1.0098597560540266,-0.9695167342951764
-0.5763776392300521,-0.5671917207220816,-0.9121383382678258,-0.9294580295589943
-0.555700560320103,-0.49529727227689957,-0.81025064235047,-0.8880930253122472
-0.5346738598442277,-0.9730212583360123,-0.8321568284516299,-0.8958551647844881
-0.5133107668478359,-1.1265604926658683,-0.8883918368024815,-0.915365778806299
-0.4916247220192404,-0.4833262922515924,-0.7910813453424339,-0.8813946752098752
-0.4696293692333858,-1.3567203252406759,-0.9075233771506204,-0.9165877726837123
-0.44733854696774134,-0.6928535628361316,-0.8580434699193595,-0.8993157555181639
-0.4247662795957623,-0.02410901152867867,-0.6616212409776381,-0.8356308256707243
-0.4019267685633857,-0.8784794446026674,-0.6876815542020804,-0.8387354346819077
-0.37883438345412906,-0.07061524252672063,-0.5279554949489333,-0.7864063879485603
-0.35550365294839914,-0.49944597100527777,-0.48990983615397227,-0.7663023227221074
-0.33194925568270656,-0.2543568309329859,-0.404630845832514,-0.7286944594434085
-0.3081860110145335,0.0272431020956041,-0.26990312733751687,-0.6742509953693798
-0.28422886969866623,-0.5674352211767812,-0.293865146427584,-0.6645284733060477
-0.260092904480862,0.13644343309585982,-0.1588068163146975,-0.5801591882573254
-0.23579330061475684,0.14939825575897686,-0.043129860127742635,-0.48278901418548603
-0.2113453463079965,-0.6796940127937574,-0.13862530422248456,-0.5132767870062769
-0.18676442310358954,-0.20566230201561264,-0.11925714377259165,-0.4739541255202957
-0.16206599620253856,-0.830520376344064,-0.25025427067581835,-0.5189349313304147
-0.13726560473383795,0.4592404769039923,-0.07219417378528792,-0.4060747352052189
-0.11237885197795834,-0.5018592860124995,-0.13999893538115002,-0.419371531814605
-0.08742139554997451,-1.7245198000425819,-0.48340804275120314,-0.6056481186167504
-0.06240893754849933,-0.16729631626104013,-0.42697443947236213,-0.5420158873879874
-0.03735721467663978,0.16340831775222628,-0.3000029775364663,-0.4406299386283259
-0.012281988341176815,0.3018267805691495,-0.15684535607891043,-0.3317498064412359
0.01280096526379629,-0.13739677637796432,-0.1339119850966157,-0.30169672932414315
0.03787586508253906,0.9722567129441608,0.13830005112280552,-0.12812595688488568
0.0629269351263886,-0.12625467099880228,0.12035972222016608,-0.12782476660354727
0.08793841439929194,-0.09141019073866823,0.1073165794105983,-0.12267529733719501
0.11289456681391458,-0.480465818546626,0.0021713616021002136,-0.16684213403866277
0.13777969109206875,0.9476231206753163,0.23475100905231586,-0.0410703437613123
0.16257813064324572,-0.11804707972458878,0.1902666289832392,-0.050522120058499244
0.18727428341503186,-0.6351542044480007,0.028303556019198484,-0.11558966301023069
0.21185261170921169,-0.1539762571045952,-0.005484069629794863,-0.11940995630569291
0.23629765195738314,0.5686174572470938,0.12995791691921516,-0.05506637441574201
0.26059402444992935,-0.18199244288820549,0.07490370820261509,-0.06750266033105991
0.284726443012239,0.7412828493826065,0.23683992203583068,0.004932130118512609
0.30867972462206983,0.4800056473975601,0.31641695980338924,0.06731040921563587
0.3324387989620181,0.9162183860605689,0.482621354761336,0.17557737138492124
0.3559887179010779,1.5506620316610549,0.7689642772831162,0.36902150458673444
0.3793146648993268,0.4320631606666582,0.7557733165200692,0.380515086112294
0.4024019643298209,-0.26711697617608055,0.5756898189446635,0.28078382408488667
0.42523609071182983,0.23390471171448615,0.5272460799529073,0.27353583049553154
0.44780267784961464,1.0072688836979138,0.6588077970118109,0.3717862199624312
0.47008752787098285,0.8882866264530354,0.7430705464282231,0.4413408174113894
0.49207662015994585,1.581674389552693,0.9713643449944839,0.5983546407677924
0.5137561201778541,0.5944091984536626,0.9385690806242354,0.5976750886302613
0.5351123881674605,0.016199862441192314,0.7705421129341358,0.5108474098667588
0.5561319877344378,0.45426002408823835,0.7195282044970456,0.5025626846420628
0.5768016943009443,1.1666220304737198,0.8359321870229277,0.5874877161532466
0.5971085034259327,0.442228412169184,0.7690657649982335,0.568617344191415
0.6170396389869511,-0.1925603219398403,0.5623092995920654,0.4804960663060571
0.6365825612183001,1.3127346575244792,0.7263472521492639,0.5690250470048078
0.6557249746004837,1.4917265856317619,0.9109743958798813,0.6680609816640354
0.6744548355959924,1.9629577773735876,1.1783641285383157,0.8160525569916888
0.6927603602265506,0.14034822041998918,0.9890976559617947,0.717596523539962
0.7106300314870587,0.7116981826779384,0.9495433103432616,0.7168237755399303
0.7280526065915732,0.8045791362281862,0.9334209389033491,0.7280069562254358
0.745017124046755,-0.10036166783074929,0.7095625550049525,0.6331330850026351
0.7615129105483438,0.8537933001555068,0.7323365958920327,0.6568697439936593
0.7775295876963171,-0.03269313592741918,0.5500072550351522,0.5880167424195984
0.7930570785245075,0.3013930320660619,0.4691353206646083,0.557458787530446
0.8080856138405736,0.15310240503812145,0.367884040522046,0.5181317835674316
0.8226057383723303,-0.2057071856838607,0.2012437984391871,0.45013592818546266
0.8366083167165794,1.4053962024898323,0.4306530367860141,0.5348052836759647
0.8500845390866889,0.9660357120664623,0.5351136840639238,0.5731253969570156
0.8630259268553112,1.33727259815751,0.713402839099613,0.6362818282138557
0.8754243378887505,0.5221323964166311,0.6819740130207813,0.6265222691883554
0.8872719716696238,1.0126470858283567,0.7656439048177448,0.659142893981189
0.8985613742045928,0.6606953934307376,0.7565745691854872,0.6592792934621234
0.9092854427140763,0.15464084236522668,0.630651620983596,0.6040816879651494
0.9194374301009992,0.5831432932775171,0.6180303041321422,0.6017355535471457
0.9290109491957581,0.6047408406025068,0.6122407499006955,0.6020393056911104
0.9379999767747389,0.20179853150579807,0.5150931006677879,0.565164163270035
