True,EKF
0.5518632596373934,0.600266961273449
0.47984179701535895,0.5791109848209494
0.40452246816029613,0.4621428775179654
0.32663673361086437,0.38673326101580313
0.2468630806013068,0.32329781952532943
0.16582499114028856,0.15500797321813664
0.08409424607358537,0.08685759539321733
0.00219851780952085,0.10252633171804938
-0.07936789814674526,-0.02306999792371072
-0.1601313737750361,-0.17269880365191598
-0.23962538343089212,-0.2677386086554722
-0.31737714975800174,-0.20833412406727547
-0.3928955151767822,-0.30727712003286367
-0.4656610102837869,-0.38895438692059225
-0.5351190479546991,-0.4043645654475605
-0.6006771100396956,-0.5351697080979622
-0.6617066840232321,-0.6050545935192657
-0.7175505187376601,-0.6985205233359257
-0.7675354744141916,-0.7153981821530375
-0.810990829712473,-0.756909710011141
-0.8472713866203058,-0.7913928517020156
-0.8757841237530223,-0.8204384197880443
-0.896016563305949,-0.882194115684184
-0.9075645373158444,-0.9086916789289956
-0.9101567755244075,-0.8996620145283583
-0.9036737844758698,-0.9287239954476202
-0.8881588945949951,-0.9939611321311752
-0.8638200993982462,-0.845224846862702
-0.8310223034494413,-0.6969706052175814
-0.7902706767763761,-0.7572912008872364
-0.7421868002234839,-0.8263193831980588
-0.687480013649832,-0.6903649717935884
-0.6269167400359065,-0.49678553749346166
-0.5612905267428039,-0.3677625260967588
-0.4913951722724229,-0.37024009168350897
-0.4180027008243104,-0.3719363844617717
-0.34184723812074214,-0.2931276449116098
-0.2636151506191218,-0.2577836234251828
-0.18394122380863875,-0.04473184334643593
-0.10341021942676532,-0.019815194395331158
-0.02256287297459368,-0.016306566362584103
0.05809474945895782,0.1418185155373083
0.13807965861520116,0.1020128693257561
0.21691921929097713,0.3457022007260242
0.2941383578338151,0.4006533670466227
0.3692477104923638,0.3661975887211765
0.4417336775600056,0.424996031043607
0.5110513024844886,0.47794571927934915
0.5766208331820596,0.5878702207685245
0.637828720068944,0.6935990463129701
0.6940336333807342,0.876395434336293
0.7445778155555703,0.7694937550104736
0.7888037082125472,0.8062907212774011
0.8260753129383078,0.8246113171871051
0.8558031936249081,0.8313444072862212
0.87747146916408,0.9166844865897013
0.890664668991039,0.9234057100600539
