freq_bin,time_frame,magnitude
60,270,0.024119
60,280,0.002524
60,290,0.128189
60,300,0.033930
60,310,0.055108
65,0,0.017313
65,10,0.203301
65,20,0.021669
65,30,0.142656
65,40,0.013384
65,50,0.013131
65,60,0.049392
65,70,0.299285
65,80,0.134294
65,90,0.345428
65,100,0.004764
65,110,0.256170
65,120,0.004079
65,130,0.121902
65,140,0.087489
65,150,0.054329
65,160,0.541328
65,170,0.199421
65,180,0.221973
65,190,0.307130
65,200,0.019840
65,210,0.135966
65,220,0.187650
65,230,0.773306
65,240,0.011307
65,250,0.103830
65,260,0.131448
65,270,0.012481
65,280,0.201396
65,290,0.287656
65,300,0.059344
65,310,0.253218
70,0,0.347436
70,10,0.225050
70,20,0.005150
70,30,0.023301
70,40,0.426759
70,50,0.078927
70,60,0.425007
70,70,0.058260
70,80,0.004777
70,90,0.167141
70,100,0.003974
70,110,0.414683
70,120,0.026099
70,130,0.057660
70,140,0.187253
70,150,0.223854
70,160,0.180914
70,170,0.197597
70,180,0.486415
70,190,0.125905
70,200,0.029196
70,210,0.009089
70,220,0.138189
70,230,0.118251
70,240,0.136462
70,250,0.052429
70,260,0.142203
70,270,0.010220
70,280,0.097920
70,290,0.437966
70,300,0.044199
70,310,0.126922
75,0,0.103965
75,10,0.059300
75,20,0.730377
75,30,0.027840
75,40,0.099848
75,50,0.044133
75,60,0.160420
75,70,0.135955
75,80,0.023455
75,90,0.060167
75,100,0.004209
75,110,0.114485
75,120,0.027485
75,130,0.106321
75,140,0.051089
75,150,0.138790
75,160,0.247960
75,170,0.264027
75,180,0.167138
75,190,0.082623
75,200,0.043552
75,210,0.007426
75,220,0.080867
75,230,0.055519
75,240,0.066379
75,250,0.157763
75,260,0.255999
75,270,0.008194
75,280,0.032519
75,290,0.014483
75,300,0.001575
75,310,0.016564
80,0,0.031147
80,10,0.607873
80,20,0.094769
80,30,0.028968
80,40,0.193628
80,50,0.005376
80,60,0.052772
80,70,0.128442
80,80,0.286177
80,90,0.192613
80,100,0.003143
80,110,0.051289
80,120,0.090643
80,130,0.160567
80,140,0.061611
80,150,0.215390
80,160,0.088074
80,170,0.442151
80,180,0.027748
80,190,0.150677
80,200,0.062837
80,210,0.087655
80,220,0.079847
80,230,0.028370
80,240,0.092348
80,250,0.149881
80,260,0.524470
80,270,0.005732
80,280,0.091772
80,290,0.322014
80,300,0.066122
80,310,0.428905
85,0,0.160738
85,10,0.384838
85,20,0.330580
85,30,0.217836
85,40,0.064860
85,50,0.416030
85,60,0.183321
85,70,0.148466
85,80,0.067033
85,90,0.187139
85,100,0.001771
85,110,0.051197
85,120,0.096200
85,130,0.020882
85,140,0.090982
85,150,0.070591
85,160,0.139665
85,170,0.141203
85,180,0.205106
85,190,0.019712
85,200,0.139357
85,210,0.244235
85,220,0.005626
85,230,0.015058
85,240,0.141753
85,250,0.194950
85,260,0.000591
85,270,0.003935
85,280,0.196073
85,290,0.387077
85,300,0.101132
85,310,0.380921
90,0,0.145516
90,10,0.017397
90,20,0.349764
90,30,0.107416
90,40,0.260812
90,50,0.043374
90,60,0.015755
90,70,0.036918
90,80,0.405765
90,90,0.052794
90,100,0.001637
90,110,0.091971
90,120,0.005342
90,130,0.076997
90,140,0.032312
90,150,0.089766
90,160,0.000689
90,170,0.165901
90,180,0.294216
90,190,0.025283
90,200,0.144175
90,210,0.253842
90,220,0.042517
90,230,0.145175
90,240,0.056608
90,250,0.202594
90,260,0.030281
90,270,0.004937
90,280,0.357086
90,290,0.003143
90,300,0.090672
90,310,0.048886
95,0,0.107460
95,10,0.036020
95,20,0.117059
95,30,0.191366
95,40,0.015666
95,50,0.099360
95,60,0.216316
95,70,0.041640
95,80,0.077013
95,90,0.771580
95,100,0.002744
95,110,0.037902
95,120,0.146473
95,130,0.176764
95,140,0.010916
95,150,0.033253
95,160,0.026753
95,170,0.081457
95,180,0.062075
95,190,0.038076
95,200,0.179006
95,210,0.117002
95,220,0.069576
95,230,0.091725
95,240,0.671681
95,250,0.177207
95,260,0.058940
95,270,0.005545
95,280,0.706554
95,290,0.111519
95,300,0.021481
95,310,0.070277
100,0,0.061863
100,10,0.202580
100,20,0.155557
100,30,0.102989
100,40,0.205213
100,50,0.089536
100,60,0.100056
100,70,0.550437
100,80,0.036821
100,90,0.062948
100,100,0.002926
100,110,0.029304
100,120,1.032905
100,130,0.250885
100,140,0.083102
100,150,0.185545
100,160,0.049905
100,170,0.007328
100,180,0.016105
100,190,0.410105
100,200,0.032457
100,210,0.021079
100,220,0.393028
100,230,0.144658
100,240,0.259153
100,250,0.018522
100,260,0.400544
100,270,0.004260
100,280,0.352285
100,290,0.041623
100,300,0.034385
100,310,0.067337
105,0,0.081878
105,10,0.053916
105,20,0.220306
105,30,0.032429
105,40,0.156332
105,50,0.022593
105,60,0.054068
105,70,0.137971
105,80,0.065529
105,90,0.250802
105,100,0.001962
105,110,0.036457
105,120,0.019109
105,130,0.035017
105,140,0.156818
105,150,0.389199
105,160,0.283400
105,170,0.065984
105,180,0.110803
105,190,0.370572
105,200,0.072624
105,210,0.197881
105,220,0.472028
105,230,0.024790
105,240,0.043087
105,250,0.072337
105,260,0.051296
105,270,0.003651
105,280,0.059471
105,290,0.088610
105,300,0.269163
105,310,0.504122
110,0,0.031876
110,10,0.013364
110,20,0.011414
110,30,0.128986
110,40,0.005670
110,50,0.098762
110,60,0.211725
110,70,0.044600
110,80,0.187242
110,90,0.112653
110,100,0.000683
110,110,0.202853
110,120,0.026660
110,130,0.120360
110,140,0.109221
110,150,0.114817
110,160,0.252365
110,170,0.030566
110,180,0.021777
110,190,0.000278
110,200,0.081868
110,210,0.145007
110,220,0.114466
110,230,0.538318
110,240,0.056344
110,250,0.131386
110,260,0.055966
110,270,0.002873
110,280,0.067790
110,290,0.169654
110,300,0.085630
110,310,0.126421
115,0,0.028199
115,10,0.037424
115,20,0.095280
115,30,0.531005
115,40,0.097512
115,50,0.165600
115,60,0.022697
115,70,0.012080
115,80,0.143973
115,90,0.164894
115,100,0.000340
115,110,0.217577
115,120,0.007866
115,130,0.220210
115,140,0.022541
115,150,0.168471
115,160,0.167891
115,170,0.050000
115,180,0.034727
115,190,0.062026
115,200,0.108231
115,210,0.200541
115,220,0.423452
115,230,0.376109
115,240,0.068599
115,250,0.004046
115,260,0.099592
115,270,0.002106
115,280,0.216186
115,290,0.023208
115,300,0.287287
115,310,0.426273
120,0,0.050641
120,10,0.292812
120,20,0.041079
120,30,0.139233
120,40,0.005899
120,50,0.029157
120,60,0.045348
120,70,0.086655
120,80,0.040553
120,90,0.049771
120,100,0.000721
120,110,0.103503
120,120,0.091104
120,130,0.258513
120,140,0.106702
120,150,0.006023
120,160,0.066078
120,170,0.321585
120,180,0.013035
120,190,0.087128
120,200,0.058863
120,210,0.168451
120,220,0.053543
120,230,0.155651
120,240,0.069118
120,250,0.280309
120,260,0.171647
120,270,0.002084
120,280,0.172157
120,290,0.463068
120,300,0.265011
120,310,0.025615
125,0,0.040369
125,10,0.153041
125,20,0.414276
125,30,0.290952
125,40,0.379600
125,50,0.008155
125,60,0.221566
125,70,0.104757
125,80,0.265389
125,90,0.009734
125,100,0.001024
125,110,0.141651
125,120,0.006219
125,130,0.000304
125,140,0.222240
125,150,0.391548
125,160,0.091019
125,170,0.095756
125,180,0.046911
125,190,0.611514
125,200,0.163629
125,210,0.469913
125,220,0.247419
125,230,0.481120
125,240,0.038011
125,250,0.113947
125,260,0.101493
125,270,0.001952
125,280,0.053867
125,290,0.062147
125,300,0.109794
125,310,0.133450
130,0,0.209892
130,10,0.211800
130,20,0.165804
130,30,0.054286
130,40,0.035650
130,50,0.271192
130,60,0.000634
130,70,0.308873
130,80,0.091004
130,90,0.053590
130,100,0.001122
130,110,0.249892
130,120,0.211011
130,130,0.539351
130,140,0.164492
130,150,0.084915
130,160,0.092991
130,170,0.009844
130,180,0.100428
130,190,0.202990
130,200,0.039595
130,210,0.171870
130,220,0.013369
130,230,0.018559
130,240,0.542983
130,250,0.132431
130,260,0.228898
130,270,0.000986
130,280,0.145604
130,290,0.264282
130,300,0.104603
130,310,0.065474
135,0,0.142072
135,10,0.217825
135,20,0.139807
135,30,0.234221
135,40,0.013362
135,50,0.204208
135,60,0.138530
135,70,0.033849
135,80,0.112962
135,90,0.092359
135,100,0.001002
135,110,0.199890
135,120,0.015313
135,130,0.147015
135,140,0.004802
135,150,0.588760
135,160,0.015808
135,170,0.394170
135,180,0.149194
135,190,0.402701
135,200,0.255264
135,210,0.103894
135,220,0.089854
135,230,0.132684
135,240,0.063939
135,250,0.118311
135,260,0.246438
135,270,0.001323
135,280,0.226446
135,290,0.198201
135,300,0.021638
135,310,0.017461
140,0,0.013467
140,10,0.276707
140,20,0.123616
140,30,0.104210
140,40,0.045511
140,50,0.231237
140,60,0.002023
140,70,0.188483
140,80,0.101624
140,90,0.064349
140,100,0.000887
140,110,0.375707
140,120,0.120260
140,130,0.155829
140,140,0.282639
140,150,0.088621
140,160,0.174671
140,170,0.131413
140,180,0.024701
140,190,0.158734
140,200,0.195886
140,210,0.089999
140,220,0.323972
140,230,0.149827
140,240,0.207738
140,250,0.012473
140,260,0.321279
140,270,0.001046
140,280,0.001689
140,290,0.144854
140,300,0.014691
140,310,0.081614
145,0,0.154240
145,10,0.343968
145,20,0.388641
145,30,0.148013
145,40,0.061538
145,50,0.093741
145,60,0.028381
145,70,0.313815
145,80,0.041897
145,90,0.070514
145,100,0.000987
145,110,0.282698
145,120,0.048640
145,130,0.185335
145,140,0.014448
145,150,0.184503
145,160,0.061739
145,170,0.112278
145,180,0.090446
145,190,0.020876
145,200,0.464131
145,210,0.024852
145,220,0.294883
145,230,0.130480
145,240,0.104560
145,250,0.070773
145,260,0.221893
145,270,0.001010
145,280,0.004256
145,290,0.019365
145,300,0.009828
145,310,0.093667
150,0,0.066695
150,10,0.065044
150,20,0.037027
150,30,0.157602
150,40,0.510925
150,50,0.048904
150,60,0.050247
150,70,0.565064
150,80,0.512236
150,90,0.074349
150,100,0.000907
150,110,0.011318
150,120,0.293456
150,130,0.321945
150,140,0.064725
150,150,0.208366
150,160,0.092538
150,170,0.008355
150,180,0.294270
150,190,0.025868
150,200,0.084139
150,210,0.107346
150,220,0.087389
150,230,0.038597
150,240,0.031691
150,250,0.373274
150,260,0.117035
150,270,0.001500
150,280,0.243480
150,290,0.005249
150,300,0.304256
150,310,0.063183
155,0,0.121863
155,10,0.251505
155,20,0.056294
155,30,0.024690
155,40,0.152957
155,50,0.210110
155,60,0.092303
155,70,0.239267
155,80,0.971169
155,90,0.256800
155,100,0.000838
155,110,0.967209
155,120,0.009347
155,130,0.031842
155,140,0.209989
155,150,0.375775
155,160,0.074332
155,170,0.202141
155,180,0.092575
155,190,0.267011
155,200,0.066496
155,210,0.007937
155,220,0.091167
155,230,0.030664
155,240,0.001448
155,250,0.020767
155,260,0.138904
155,270,0.001200
155,280,0.015264
155,290,0.212141
155,300,0.833157
155,310,0.352889
160,0,0.026823
160,10,0.030160
160,20,0.347447
160,30,0.113384
160,40,0.019451
160,50,0.105304
160,60,0.225663
160,70,0.305512
160,80,0.559937
160,90,0.008135
160,100,0.001110
160,110,0.021071
160,120,0.112432
160,130,0.248627
160,140,0.040830
160,150,0.636769
160,160,0.096321
160,170,0.408556
160,180,0.087713
160,190,0.103606
160,200,0.228896
160,210,0.271472
160,220,0.240434
160,230,0.328591
160,240,0.086411
160,250,0.140776
160,260,0.027892
160,270,0.000443
160,280,0.737818
160,290,0.057717
160,300,0.056388
160,310,0.140776
165,0,0.171287
165,10,0.018733
165,20,0.133763
165,30,0.147150
165,40,0.333180
165,50,0.236164
165,60,0.023547
165,70,0.030406
165,80,0.118907
165,90,0.135054
165,100,0.000957
165,110,0.692666
165,120,0.067126
165,130,0.083406
165,140,0.064160
165,150,0.475761
165,160,0.089410
165,170,0.166266
165,180,0.159201
165,190,0.021033
165,200,0.011724
165,210,0.232939
165,220,0.078213
165,230,0.331749
165,240,0.078786
165,250,0.070308
165,260,0.134681
165,270,0.000047
165,280,0.021706
165,290,0.559934
165,300,0.180683
165,310,0.497249
170,0,0.004698
170,10,0.029543
170,20,0.142703
170,30,0.010994
170,40,0.444596
170,50,0.128263
170,60,0.065227
170,70,0.363828
170,80,0.186036
170,90,0.055436
170,100,0.000709
170,110,0.324518
170,120,0.043303
170,130,0.102124
170,140,0.061323
170,150,0.083053
170,160,0.010064
170,170,0.060310
170,180,0.139144
170,190,0.280219
170,200,0.197143
170,210,0.071796
170,220,0.106224
170,230,0.146737
170,240,0.174750
170,250,0.057638
170,260,0.072990
170,270,0.000763
170,280,0.140361
170,290,0.115483
170,300,0.016423
170,310,0.006551
175,0,0.091064
175,10,0.032280
175,20,0.214117
175,30,0.136518
175,40,0.045301
175,50,0.049490
175,60,0.000007
175,70,0.172220
175,80,0.293169
175,90,0.160869
175,100,0.000363
175,110,0.034090
175,120,0.076320
175,130,0.090508
175,140,0.336757
175,150,0.029090
175,160,0.321054
175,170,0.045932
175,180,0.114242
175,190,0.121195
175,200,0.295863
175,210,0.261948
175,220,0.123610
175,230,0.195454
175,240,0.023640
175,250,0.108966
175,260,0.133573
175,270,0.001144
175,280,0.008574
175,290,0.270489
175,300,0.181846
175,310,0.084843
180,0,0.070753
180,10,0.063141
180,20,0.032471
180,30,0.143525
180,40,0.030959
180,50,0.307078
180,60,0.042350
180,70,0.034312
180,80,0.007170
180,90,0.370133
180,100,0.000202
180,110,0.080856
180,120,0.054375
180,130,0.033574
180,140,0.029994
180,150,0.032860
180,160,0.111058
180,170,0.134658
180,180,0.326721
180,190,0.140382
180,200,0.104880
180,210,0.002887
180,220,0.012834
180,230,0.012740
180,240,0.000875
180,250,0.182183
180,260,0.309483
180,270,0.001519
180,280,0.011308
180,290,0.407650
180,300,0.203251
180,310,0.078416
185,0,0.050365
185,10,0.112332
185,20,0.021127
185,30,0.286270
185,40,0.251448
185,50,0.056731
185,60,0.334719
185,70,0.039819
185,80,0.351908
185,90,0.003001
185,100,0.000647
185,110,0.139844
185,120,0.070431
185,130,0.324150
185,140,0.087722
185,150,0.641863
185,160,0.249952
185,170,0.431567
185,180,0.089039
185,190,0.050571
185,200,0.162311
185,210,0.085355
185,220,0.076475
185,230,0.315773
185,240,0.121589
185,250,0.535736
185,260,0.023417
185,270,0.001611
185,280,0.015650
185,290,0.107914
185,300,0.505671
185,310,0.087885
190,0,0.055917
190,10,0.664080
190,20,0.006130
190,30,0.185152
190,40,0.044052
190,50,0.281406
190,60,0.009230
190,70,0.144694
190,80,0.004143
190,90,0.025385
190,100,0.001293
190,110,0.394573
190,120,0.321374
190,130,0.044598
190,140,0.247607
190,150,0.058610
190,160,0.115303
190,170,0.042756
190,180,0.028589
190,190,0.207617
190,200,0.025926
190,210,0.479502
190,220,0.169888
190,230,0.056070
190,240,0.219054
190,250,0.204645
190,260,0.177606
190,270,0.001365
190,280,0.118814
190,290,0.223560
190,300,0.310427
190,310,0.421824
195,0,0.111739
195,10,0.014920
195,20,0.217718
195,30,0.091766
195,40,0.208967
195,50,0.087891
195,60,0.054413
195,70,0.049767
195,80,0.224311
195,90,0.071368
195,100,0.000543
195,110,0.108141
195,120,0.385472
195,130,0.544853
195,140,0.197286
195,150,0.167531
195,160,0.066955
195,170,0.153717
195,180,0.656242
195,190,0.149267
195,200,0.140313
195,210,0.138328
195,220,0.093373
195,230,0.336326
195,240,0.202600
195,250,0.005144
195,260,0.055973
195,270,0.002234
195,280,0.098000
195,290,0.119996
195,300,0.099705
195,310,0.175427
200,0,0.060128
200,10,0.263258
200,20,0.034140
200,30,0.257104
200,40,0.503043
200,50,0.169164
200,60,0.062636
200,70,0.035491
200,80,0.160400
200,90,0.178559
200,100,0.001034
200,110,0.052213
200,120,0.155794
200,130,0.137444
200,140,0.126710
200,150,0.005954
200,160,0.032170
200,170,0.051943
200,180,0.045281
200,190,0.023400
200,200,0.154993
200,210,0.102893
200,220,0.312346
200,230,0.044354
200,240,0.050944
200,250,0.104554
200,260,0.162415
200,270,0.002935
200,280,0.103313
200,290,0.406656
200,300,0.097951
200,310,0.090425
205,0,0.092171
205,10,0.237385
205,20,0.260737
205,30,0.366008
205,40,0.321810
205,50,0.193571
205,60,0.220838
205,70,0.064607
205,80,0.045842
205,90,0.062284
205,100,0.002100
205,110,0.055916
205,120,0.318680
205,130,0.157681
205,140,0.161248
205,150,0.109910
205,160,0.119737
205,170,0.921804
205,180,0.110155
205,190,0.372313
205,200,0.013765
205,210,0.164696
205,220,0.063791
205,230,0.087023
205,240,0.443711
205,250,0.008616
205,260,0.337111
205,270,0.001929
205,280,0.061601
205,290,0.077468
205,300,0.007352
205,310,0.204137
210,0,0.178075
210,10,0.192721
210,20,0.144837
210,30,0.032109
210,40,0.019578
210,50,0.027739
210,60,0.007327
210,70,0.063094
210,80,0.501008
210,90,0.328054
210,100,0.002089
210,110,0.206401
210,120,0.212190
210,130,0.242361
210,140,0.390928
210,150,0.188549
210,160,0.046477
210,170,0.186954
210,180,0.287294
210,190,0.075001
210,200,0.197306
210,210,0.004735
210,220,0.126437
210,230,0.228764
210,240,0.208118
210,250,0.114395
210,260,0.190058
210,270,0.000820
210,280,0.267459
210,290,0.014963
210,300,0.045091
210,310,0.202854
215,0,0.109132
215,10,0.067134
215,20,0.162617
215,30,0.132194
215,40,0.194178
215,50,0.605354
215,60,0.113329
215,70,0.038040
215,80,0.154022
215,90,0.161261
215,100,0.002256
215,110,0.007071
215,120,0.065968
215,130,0.200639
215,140,0.151336
215,150,0.118665
215,160,0.153810
215,170,0.062233
215,180,0.123317
215,190,0.533372
215,200,0.235608
215,210,0.028879
215,220,0.078750
215,230,0.012914
215,240,0.111918
215,250,0.094509
215,260,0.297433
215,270,0.001214
215,280,0.375632
215,290,0.147205
215,300,0.022281
215,310,0.046361
220,0,0.077927
220,10,0.229561
220,20,0.280673
220,30,0.431466
220,40,0.013073
220,50,0.189446
220,60,0.086974
220,70,0.041650
220,80,0.167650
220,90,0.029557
220,100,0.001613
220,110,0.147139
220,120,0.137646
220,130,0.043354
220,140,0.043821
220,150,0.037794
220,160,0.007802
220,170,0.059140
220,180,0.217468
220,190,0.403860
220,200,0.133078
220,210,0.015929
220,220,0.238577
220,230,0.282442
220,240,0.224340
220,250,0.419815
220,260,0.071763
220,270,0.001679
220,280,0.006790
220,290,0.050834
220,300,0.327459
220,310,0.233639
225,0,0.158097
225,10,0.024166
225,20,0.074792
225,30,0.118155
225,40,0.053467
225,50,0.055056
225,60,0.056545
225,70,0.006328
225,80,0.080378
225,90,0.030871
225,100,0.001241
225,110,0.390575
225,120,0.146936
225,130,0.384772
225,140,0.044613
225,150,0.187178
225,160,0.061470
225,170,0.033768
225,180,0.163300
225,190,0.053573
225,200,0.114185
225,210,0.047620
225,220,0.069301
225,230,0.012750
225,240,0.263377
225,250,0.004855
225,260,0.269941
225,270,0.000830
225,280,0.011102
225,290,0.033679
225,300,0.008937
225,310,0.020504
230,0,0.062185
230,10,0.285115
230,20,0.149548
230,30,0.002937
230,40,0.208315
230,50,0.085188
230,60,0.174832
230,70,0.031126
230,80,0.106477
230,90,0.229765
230,100,0.001116
230,110,0.112229
230,120,0.013780
230,130,0.036412
230,140,0.001694
230,150,0.128085
230,160,0.160442
230,170,0.361773
230,180,0.194821
230,190,0.037001
230,200,0.039753
230,210,0.109267
230,220,0.342574
230,230,0.052784
230,240,0.144767
230,250,0.059301
230,260,0.001115
230,270,0.000300
230,280,0.295848
230,290,0.208598
230,300,0.049073
230,310,0.058999
235,0,0.138600
235,10,0.374058
235,20,0.023772
235,30,0.186547
235,40,0.058792
235,50,0.147471
235,60,0.186371
235,70,0.084400
235,80,0.463820
235,90,0.022868
235,100,0.000532
235,110,0.019182
235,120,0.314482
235,130,0.085442
235,140,0.038947
235,150,0.069086
235,160,0.049005
235,170,0.176501
235,180,0.311425
235,190,0.245197
235,200,0.027609
235,210,0.019286
235,220,0.290782
235,230,0.020277
235,240,0.242694
235,250,0.070322
235,260,0.072603
235,270,0.001303
235,280,0.044781
235,290,0.661021
235,300,0.063322
235,310,0.089858
240,0,0.012288
240,10,0.256521
240,20,0.136196
240,30,0.143643
240,40,0.253035
240,50,0.440208
240,60,0.070412
240,70,0.429673
240,80,0.041622
240,90,0.014915
240,100,0.000728
240,110,0.053534
240,120,0.167214
240,130,0.110136
