True,UKF
-0.9309883386138788,-0.9740932413428609
-0.9533216224780893,-1.0385620287651032
-0.9674094693868525,-0.9772431771302788
-0.973203006370653,-0.9254460276983468
-0.9707044227706638,-0.8648572151435865
-0.9599639036377604,-0.9354770464564098
-0.9410779525110995,-0.8506543683636258
-0.9141891522378837,-0.7544125363148293
-0.879487306021592,-0.778070180897153
-0.837211799476854,-0.7399481198563471
-0.7876549268569435,-0.7290993819301697
-0.7311658308859034,-0.7582151728965645
-0.6681546183551966,-0.7242739508456579
-0.5990961386603092,-0.7450385964198976
-0.5245328589585747,-0.6252936825321621
-0.44507624951490377,-0.49300873530578315
-0.36140611894893254,-0.40502839539483165
-0.27426742266187215,-0.3803227252386532
-0.18446421466921836,-0.2287224522723909
-0.09285062062384843,-0.1071411522382689
-0.00031896387566551776,-0.023102092628134323
0.09221454894079584,0.06774065060168342
0.18382591626779515,0.21830891835569852
0.2736003307907956,0.37609140610833813
0.36064907759307696,0.35435173602926323
0.444125340982431,0.3702122704674799
0.523238025451059,0.4010122772317447
0.5972629006831258,0.5915621130662597
0.6655506516760752,0.6173369795907337
0.7275317118030984,0.6786014367963445
0.7827180377668377,0.8277932835444861
0.8307022174683736,0.8073342296429445
0.8711544642844032,0.6824468519620496
0.9038181376454897,0.8633090111284858
0.9285044457056204,0.8358137696033359
0.9450869448196493,0.8282592897033582
0.9534963694270078,0.8735647586645574
0.9537162212079598,0.8780324773029735
0.9457794313932854,0.9122701147428419
0.9297662940157817,0.9606413802969869
0.9058037556726924,0.9135236840759484
0.8740660406968923,0.8433071466945364
0.8347764891792141,0.8939859075843016
0.7882103881508354,0.8755234167066492
0.7346984833553656,0.7404621672334305
0.674630772351396,0.8015195858353766
0.6084601039490728,0.7237001941135971
0.5367050520753068,0.667578376455235
0.4599515046338877,0.43239908107109243
0.3788524216626404,0.34190401878752197
0.2941252830006098,0.24428065216918823
0.20654687062530758,0.18769831928543276
0.11694521429471266,0.06275813143300052
0.026188760563128216,-0.015358545586890534
-0.06482691698931255,0.03113652393125535
-0.15519429543689953,-0.060350008964024815
-0.24401018489639903,-0.07437530149365956
-0.3303921948362237,-0.17464098795669053
-0.4134944251811678,-0.3460024457228543
-0.4925214928588054,-0.6348257994519544
-0.5667401728811539,-0.5938785791233302
-0.635488174246137,-0.4450017569928493
-0.6981798482497277,-0.6073867469818501
-0.754308900924008,-0.6738223510458499
-0.8034484181512503,-0.9562652314328226
-0.8452486882336814,-0.6944637724400944
-0.8794334120457556,-0.840056905526883
-0.9057949271076678,-0.7616170501106465
-0.9241890494885318,-0.9350012695564751
-0.9345300714312083,-0.8347026620021372
-0.9367863587286677,-0.9258484752612998
-0.9309768837827719,-0.9043495882410376
-0.9171689179212518,-1.004175202879487
-0.895476995992154,-0.7981825892091601
-0.8660631602087725,-0.7731507530116352
-0.8291383891595361,-0.6875535610330326
-0.7849650214035355,-0.7092983025845944
-0.7338598911550867,-0.6818864948216827
-0.6761978078368807,-0.47471568468880554
-0.6124149358299863,-0.4414149999292668
-0.5430115724919129,-0.39344952044039483
-0.46855379093635585,-0.4594845812030358
-0.38967342011510114,-0.507502848248457
-0.30706588882127034,-0.3717913168547477
-0.2214855694587795,-0.3590344606285698
-0.1337384225423715,-0.13182021708706945
