True,EKF
-0.11431129378334988,0.00630141479985574
-0.018379552391045023,0.010619201977617967
0.07773349662804772,-0.047470323440693726
0.17306920033310336,0.06384463370298309
0.26667499463898164,0.3336435543502775
0.35762266595614844,0.3630264061490998
0.44502560631262783,0.33177188671372704
0.5280540342604052,0.49898153953740454
0.6059473680017982,0.49958334755076866
0.6780232344848446,0.623564291635731
0.7436829319722871,0.7868702567803892
0.8024134853093796,0.682264005737516
0.8537867024937627,0.9160981508602857
0.8974558325922193,0.8504814706652752
0.9331505296631901,0.8900457198689429
0.9606708507998624,0.9484745579548431
0.9798809741942524,0.8990702317473142
0.9907032350519112,1.0048617434111455
0.9931129626554754,0.8329252845381379
0.9871344766851304,0.9202775434417624
0.9728384758132845,0.8861647167990455
0.9503409323024747,0.9780145760065646
0.9198034944547423,0.8730495637203735
0.881435293264818,0.8025959531052842
0.8354959485102321,0.7285476183794456
0.7822994713687493,0.6077180785612426
0.7222186660974893,0.7001338366680652
0.6556895460412634,0.5415736636400755
0.5832152066497683,0.49762387015540754
0.5053685512369299,0.5890409631406293
0.42279325738000484,0.35046079888626175
0.3362024169207095,0.3084551419552869
0.24637439135167588,0.2683323063447372
0.15414560096964863,0.2867638688422973
0.06040020405514525,0.29400194023959075
-0.03394309775972734,0.07987040717030078
-0.12794660141215816,-0.008186593286958272
-0.22067070422503465,0.012169899698160305
-0.31119158802017594,-0.14389641996588567
-0.39861842185246976,-0.4339717848997834
-0.4821090552576969,-0.7084297037984824
-0.5608833277956822,-0.43549538517482395
-0.6342333689239155,-0.6117931631420522
-0.7015305656950728,-0.7253213825476885
-0.7622291890272866,-0.7729646648236503
-0.8158669503920534,-0.8565441216714912
-0.8620629788578554,-0.7599707478378778
-0.9005138476498262,-0.784819492893764
-0.9309883386138788,-0.896919720799852
-0.9533216224780893,-1.0473741671181975
-0.9674094693868525,-0.992226458739743
-0.973203006370653,-0.9080503044490844
-0.9707044227706638,-0.8197625091840319
-0.9599639036377604,-0.928259052982841
-0.9410779525110995,-0.9391954727463605
-0.9141891522378837,-0.840954454022436
-0.879487306021592,-0.9101091374336014
-0.837211799476854,-0.8375277337189908
-0.7876549268569435,-0.8278691202385586
-0.7311658308859034,-0.7841556267961266
-0.6681546183551966,-0.7143183180804983
-0.5990961386603092,-0.6353674283588601
-0.5245328589585747,-0.571489586078895
-0.44507624951490377,-0.6218338281396286
-0.36140611894893254,-0.44014271617571565
-0.27426742266187215,-0.41768173187336755
-0.18446421466921836,-0.2895153804264873
-0.09285062062384843,-0.25407550452043126
-0.00031896387566551776,-0.15295795936036682
0.09221454894079584,-0.03035450021534089
0.18382591626779515,0.03373640795491664
0.2736003307907956,0.15647884887648547
0.36064907759307696,0.2782437214939639
0.444125340982431,0.38207578642155493
0.523238025451059,0.4226156156684816
0.5972629006831258,0.5870994650242329
0.6655506516760752,0.705241776064813
0.7275317118030984,0.6631139547508604
0.7827180377668377,0.783438908106047
0.8307022174683736,0.7901855033394034
0.8711544642844032,0.8367213243359272
0.9038181376454897,0.8934708788585296
0.9285044457056204,0.818588765893904
0.9450869448196493,0.8420106505808687
0.9534963694270078,0.9646841443797286
0.9537162212079598,0.921715076089187
0.9457794313932854,0.8316935210890413
0.9297662940157817,0.7856303814216037
0.9058037556726924,0.9222787252333328
0.8740660406968923,0.8737988440943397
0.8347764891792141,0.8326652786821076
0.7882103881508354,0.8645468177813287
0.7346984833553656,0.7474880677476786
0.674630772351396,0.6844489409943931
0.6084601039490728,0.5753397869132115
0.5367050520753068,0.5475216383950907
0.4599515046338877,0.4808193587772205
0.3788524216626404,0.4113282243214665
0.2941252830006098,0.3368368140239036
0.20654687062530758,0.19517472400471764
0.11694521429471266,0.0795323280235278
0.026188760563128216,0.0035295825126285194
-0.06482691698931255,-0.1658947346763474
-0.15519429543689953,-0.474642601359204
-0.24401018489639903,-0.3461002416475243
-0.3303921948362237,-0.22169585764780653
-0.4134944251811678,-0.4483095929038331
-0.4925214928588054,-0.7287211769428478
-0.5667401728811539,-0.7158142419379077
-0.635488174246137,-0.6192366300681816
-0.6981798482497277,-0.5832990995284959
-0.754308900924008,-0.6996055485245267
-0.8034484181512503,-0.8284084007237893
-0.8452486882336814,-0.8637737321326068
-0.8794334120457556,-0.948699233141978
-0.9057949271076678,-0.8120186393356558
-0.9241890494885318,-0.876682074505954
-0.9345300714312083,-0.9718764384425402
-0.9367863587286677,-0.8779967823793735
-0.9309768837827719,-1.009487440976418
-0.9171689179212518,-0.7964064418269676
-0.895476995992154,-0.7784239278736913
-0.8660631602087725,-0.8690088353568749
-0.8291383891595361,-0.8506858775196463
-0.7849650214035355,-0.831780761578776
-0.7338598911550867,-0.7303765710939417
-0.6761978078368807,-0.6121164419445988
-0.6124149358299863,-0.36348836608313956
-0.5430115724919129,-0.46470956575275946
-0.46855379093635585,-0.3882498063519981
-0.38967342011510114,-0.32582224784420516
-0.30706588882127034,-0.27184730315154204
-0.2214855694587795,-0.0698598610220949
-0.1337384225423715,0.038905292018226845
